,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,label_rural,label_suburban,label_urban,coordinates,closest_water,group_C,group_E,group_N,group_NE,group_NW,group_S,group_SE,group_SW,group_W
24,3814700200,11/20/2014,329000,3,2.25,2450,6500,2,NO,NONE,Good,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,0,1,0,"(47.3048, -122.218)",11.57372238,0,0,0,0,0,0,0,0,1
25,1202000200,11/3/2014,233000,3,2,1710,4697,1.5,NO,NONE,Very Good,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,0,1,0,"(47.6386, -122.36)",9.447895845,0,0,0,0,0,0,0,1,0
26,1794500383,6/26/2014,937000,3,1.75,2450,2691,2,NO,NONE,Average,8,1750,700,1915,,98119,47.6386,-122.36,1760,3573,0,0,1,"(47.6221, -122.314)",5.459711052,0,0,0,0,1,0,0,0,0
27,3303700376,12/1/2014,667000,3,1,1400,1581,1.5,NO,NONE,Very Good,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,0,0,1,"(47.695, -122.304)",3.866800752,0,0,0,0,1,0,0,0,0
28,5101402488,6/24/2014,438000,3,1.75,1520,6380,1,NO,NONE,Average,7,790,730,1948,,98115,47.695,-122.304,1520,6235,0,0,1,"(47.7073, -122.11)",2.483534264,0,0,0,0,1,0,0,0,0
29,1873100390,3/2/2015,719000,4,2.5,2570,7173,2,NO,NONE,Average,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,0,1,0,"(47.5391, -122.07)",7.19665316,0,0,1,0,0,0,0,0,0
30,8562750320,11/10/2014,580500,3,2.5,2320,3980,2,NO,NONE,Average,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,0,1,0,"(47.7274, -122.357)",1.887309762,1,0,0,0,0,0,0,0,0
31,2426039314,12/1/2014,280000,2,1.5,1190,1265,3,NO,NONE,Average,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,0,0,1,"(47.6823, -122.368)",5.458289487,0,0,0,0,1,0,0,0,0
32,461000390,6/24/2014,687500,4,1.75,2330,5000,1.5,NO,NONE,Good,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,0,0,1,"(47.6889, -122.375)",3.859057505,0,0,0,0,1,0,0,0,0
33,7589200193,11/10/2014,535000,3,1,1090,3000,1.5,NO,NONE,Good,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,0,0,1,"(47.4276, -122.157)",3.733644692,0,0,0,0,1,0,0,0,0
34,7955080270,12/3/2014,322500,4,2.75,2060,6659,1,NO,NONE,Average,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,0,1,0,"(47.6827, -122.31)",9.614485381,0,0,0,0,0,0,0,0,1
35,9547205180,6/13/2014,696000,3,2.5,2300,3060,1.5,NO,NONE,Average,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,0,0,1,"(47.6621, -122.132)",3.160357956,0,0,0,0,1,0,0,0,0
36,9435300030,5/28/2014,550000,4,1,1660,34848,1,NO,NONE,Poor,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,0,1,0,"(47.6702, -122.362)",3.652431479,0,0,1,0,0,0,0,0,0
37,2768000400,12/30/2014,640000,4,2,2360,6000,2,NO,NONE,Good,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,0,0,1,"(47.3341, -122.282)",4.055534336,0,0,0,0,1,0,0,0,0
38,7895500070,2/13/2015,240000,4,1,1220,8075,1,NO,NONE,Fair,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,0,1,0,"(47.5301, -122.18)",3.617755338,0,0,0,0,0,0,0,0,1
39,2078500320,6/20/2014,605000,4,2.5,2620,7553,2,NO,NONE,Average,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,0,1,0,"(47.6145, -122.027)",1.890927098,0,0,0,0,0,0,0,0,1
40,5547700270,7/15/2014,625000,4,2.5,2570,5520,2,,NONE,Average,9,2570,0,2000,,98074,47.6145,-122.027,2470,5669,0,1,0,"(47.445, -122.347)",3.088801061,0,0,1,0,0,0,0,0,0
41,7766200013,8/11/2014,775000,4,2.25,4220,24186,1,NO,NONE,Average,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,0,1,0,"(47.6848, -122.016)",0.636654803,0,0,0,0,0,0,0,0,1
42,7203220400,7/7/2014,861990,5,2.75,3595,5639,2,NO,NONE,Average,9,3595,?,2014,0,98053,47.6848,-122.016,3625,5639,0,1,0,"(47.6413, -122.364)",6.75767273,0,0,1,0,0,0,0,0,0
43,9270200160,10/28/2014,685000,3,1,1570,2280,2,NO,NONE,Average,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,0,0,1,"(47.4485, -122.175)",5.036907722,0,0,0,0,1,0,0,0,0
44,1432701230,7/29/2014,309000,3,1,1280,9656,1,NO,NONE,Good,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,0,1,0,"(47.7443, -121.977)",6.923281552,0,0,0,0,0,0,0,0,1
45,8035350320,7/18/2014,488000,3,2.5,3160,13603,2,NO,NONE,Average,8,3160,0,2003,,98019,47.7443,-121.977,3050,9232,1,0,0,"(47.3066, -122.371)",13.65308251,0,0,1,0,0,0,0,0,0
46,8945200830,3/25/2015,210490,3,1,990,8528,1,NO,NONE,Average,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,0,1,0,"(47.6194, -122.151)",2.702391522,0,0,0,0,0,0,0,1,0
47,4178300310,7/16/2014,785000,4,2.5,2290,13416,2,NO,NONE,Good,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,0,1,0,"(47.6796, -122.301)",3.320282592,0,0,0,0,1,0,0,0,0
48,9215400105,4/28/2015,450000,3,1.75,1250,5963,1,NO,NONE,Good,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,0,0,1,"(47.4041, -122.451)",2.725255594,0,0,0,0,1,0,0,0,0
49,822039084,3/11/2015,1350000,3,2.5,2753,65005,1,YES,AVERAGE,Very Good,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,1,0,0,"(47.4258, -122.322)",0,0,0,0,0,0,0,0,0,1
50,5245600105,9/16/2014,228000,3,1,1190,9199,1,NO,NONE,Average,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,0,1,0,"(47.4934, -122.189)",2.197266086,0,0,0,0,0,0,0,0,1
51,7231300125,2/17/2015,345000,5,2.5,3150,9134,1,NO,NONE,Good,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,0,1,0,"(47.6808, -122.384)",2.663952521,0,0,0,0,0,0,0,0,1
52,7518505990,12/31/2014,600000,3,1.75,1410,4080,1,NO,NONE,Good,7,1000,410,1950,,98117,47.6808,-122.384,1410,4080,0,0,1,"(47.6989, -122.369)",2.691265152,0,0,0,0,1,0,0,0,0
53,3626039271,2/5/2015,585000,2,1.75,1980,8550,1,NO,NONE,Average,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,0,0,1,"(47.6571, -122.281)",4.779990555,0,0,0,0,1,0,0,0,0
54,4217401195,3/3/2015,920000,5,2.25,2730,6000,1.5,NO,NONE,Average,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,0,0,1,"(47.6597, -122.29)",0.691346602,0,0,0,0,1,0,0,0,0
55,9822700295,5/12/2014,885000,4,2.5,2830,5000,2,,NONE,Average,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,0,0,1,"(47.3663, -122.114)",1.335999194,0,0,0,0,1,0,0,0,0
56,9478500640,8/19/2014,292500,4,2.5,2250,4495,2,NO,NONE,Average,7,2250,0,2008,,98042,47.3663,-122.114,2250,4500,0,1,0,"(47.3663, -122.122)",15.85264758,1,0,0,0,0,0,0,0,0
57,2799800710,4/7/2015,301000,3,2.5,2420,4750,2,NO,NONE,Average,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,0,1,0,"(47.588, -122.116)",15.25083439,1,0,0,0,0,0,0,0,0
58,7922800400,8/27/2014,951000,5,3.25,3250,14342,2,NO,EXCELLENT,Good,8,3250,0,1968,,98008,47.588,-122.116,2960,11044,0,1,0,"(47.5059, -122.149)",0.37756302,0,0,1,0,0,0,0,0,0
59,8079040320,2/23/2015,430000,4,3,1850,9976,2,NO,NONE,Average,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,0,1,0,"(47.4336, -122.339)",4.682179463,0,0,0,0,0,0,0,0,1
60,1516000055,12/10/2014,650000,3,2.25,2150,21235,1,,GOOD,Good,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,0,1,0,"(47.4366, -122.335)",1.249117172,0,0,0,0,0,0,0,0,1
61,9558200045,8/28/2014,289000,3,1.75,1260,8400,1,NO,NONE,Average,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0,1,0,"(47.4428, -122.344)",1.398144239,0,0,0,0,0,0,0,0,1
62,5072410070,10/21/2014,505000,3,1.75,2519,8690,2,,NONE,Very Good,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,0,1,0,"(47.6765, -122.32)",0.76241078,0,0,0,0,0,0,0,0,1
63,9528102996,12/7/2014,549000,3,1.75,1540,1044,3,NO,NONE,Average,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,0,0,1,"(47.6113, -122.297)",4.130935186,0,0,0,0,1,0,0,0,0
64,1189001180,6/3/2014,425000,3,2.25,1660,6000,1,NO,NONE,Average,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,0,0,1,"(47.5747, -122.304)",2.221382509,0,0,0,0,1,0,0,0,0
65,3253500160,11/20/2014,317625,3,2.75,2770,3809,1.5,NO,NONE,Very Good,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,0,0,1,"(47.5815, -122.192)",2.346929393,0,0,0,0,1,0,0,0,0
66,3394100030,9/9/2014,975000,4,2.5,2720,11049,2,,NONE,Average,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,0,1,0,"(47.3378, -122.257)",1.423589859,0,0,0,0,1,0,0,0,0
67,3717000160,10/9/2014,287000,4,2.5,2240,4648,2,NO,NONE,Average,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0,1,0,"(47.3621, -122.11)",5.195659192,0,0,0,0,0,0,0,0,1
68,1274500060,8/25/2014,204000,3,1,1000,12070,1,NO,NONE,Good,7,1000,0,1968,,98042,47.3621,-122.11,1010,12635,0,1,0,"(47.6303, -122.215)",16.11983849,1,0,0,0,0,0,0,0,0
69,1802000060,6/12/2014,1330000,5,2.25,3200,20158,1,NO,NONE,Average,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,0,1,0,"(47.6525, -122.16)",2.191599958,0,0,0,0,1,0,0,0,0
70,1525059190,9/12/2014,1040000,5,3.25,4770,50094,1,NO,NONE,Good,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,0,1,0,"(47.7362, -122.179)",4.066364488,0,0,0,0,1,0,0,0,0
71,1049000060,1/5/2015,325000,3,2,1260,5612,1,NO,NONE,Good,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,0,1,0,"(47.7168, -122.287)",5.068541651,0,0,0,0,1,0,0,0,0
72,8820901275,6/10/2014,571000,4,2,2750,7807,1.5,NO,NONE,Very Good,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,0,0,1,"(47.3608, -122.036)",0.80410725,0,0,0,0,1,0,0,0,0
73,5416510140,7/10/2014,360000,4,2.5,2380,5000,2,NO,NONE,Average,8,2380,0,2005,,98038,47.3608,-122.036,2420,5000,0,1,0,"(47.3511, -122.073)",21.05573223,1,0,0,0,0,0,0,0,0
74,3444100400,3/16/2015,349000,3,1.75,1790,50529,1,NO,NONE,Very Good,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,0,1,0,"(47.5822, -121.987)",18.88912474,1,0,0,0,0,0,0,0,0
75,3276920270,11/5/2014,832500,4,4,3430,35102,2,NO,NONE,Good,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,0,1,0,"(47.6034, -122.125)",5.636184715,0,0,1,0,0,0,0,0,0
76,4036801170,10/13/2014,380000,4,1.75,1760,7300,1,NO,NONE,Average,7,880,880,1956,,98008,47.6034,-122.125,1680,7500,0,1,0,"(47.5636, -122.394)",0.981572491,0,0,1,0,0,0,0,0,0
77,2391600320,4/20/2015,480000,3,1,1040,5060,1,NO,NONE,Average,7,1040,0,1941,,98116,47.5636,-122.394,890,5060,0,0,1,"(47.7073, -122.34)",0.810256484,0,0,0,0,0,0,0,0,1
78,6300000287,6/9/2014,410000,3,1,1410,5060,1,NO,NONE,Good,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,0,0,1,"(47.342, -122.025)",4.776054437,0,0,0,0,1,0,0,0,0
79,1531000030,3/23/2015,720000,4,2.5,3450,39683,2,NO,NONE,Average,10,3450,?,2002,0,98010,47.342,-122.025,3350,39750,0,1,0,"(47.3512, -122.008)",22.53948152,1,0,0,0,0,0,0,0,0
80,5104520400,12/2/2014,390000,3,2.5,2350,5100,2,NO,NONE,Average,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,0,1,0,"(47.349, -122.031)",23.27626513,1,0,0,0,0,0,0,0,0
81,7437100340,12/22/2014,360000,4,2.5,1900,5889,2,NO,NONE,Average,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,0,1,0,"(47.5474, -122.291)",22.06392774,1,0,0,0,0,0,0,0,0
82,9418400240,10/28/2014,355000,2,1,2020,6720,1,NO,NONE,Average,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,0,0,1,"(47.4811, -122.149)",2.290673624,0,0,0,0,0,0,0,0,1
83,1523059105,1/28/2015,356000,3,1.5,1680,8712,1,NO,NONE,Average,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,0,1,0,"(47.7264, -122.31)",5.971602373,0,0,0,0,0,0,0,0,1
84,1133000671,6/2/2014,315000,3,1,960,6634,1,NO,NONE,Average,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0,0,1,"(47.6337, -122.365)",2.080371782,0,0,0,0,1,0,0,0,0
85,4232902595,11/14/2014,940000,3,1.5,2140,3600,2,NO,NONE,Average,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,0,0,1,"(47.2909, -122.189)",5.55690956,0,0,0,0,1,0,0,0,0
86,2599001200,11/3/2014,305000,5,2.25,2660,8400,1.5,NO,NONE,Very Good,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,0,1,0,"(47.5228, -122.199)",12.12932943,0,0,0,0,0,0,0,1,0
87,3342103156,6/18/2014,461000,3,3.25,2770,6278,2,,NONE,Average,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,0,1,0,"(47.518, -122.194)",0.76032135,0,0,0,0,0,0,0,0,1
88,1332700270,5/19/2014,215000,2,2.25,1610,2040,2,NO,NONE,Good,7,1610,0,1979,,98056,47.518,-122.194,1950,2025,0,1,0,"(47.5394, -122.387)",1.136379159,0,0,0,0,0,0,0,0,1
89,3869900162,9/4/2014,335000,2,1.75,1030,1066,2,NO,NONE,Average,7,765,265,2006,,98136,47.5394,-122.387,1030,1106,0,0,1,"(47.2897, -122.372)",1.283457175,0,0,0,0,0,0,0,0,1
90,2791500270,5/22/2014,243500,4,2.5,1980,7403,2,NO,NONE,Average,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,0,1,0,"(47.6506, -122.391)",4.405329444,0,0,0,0,0,0,0,1,0
91,5036300431,3/11/2015,1100000,5,2.75,3520,6353,2,NO,NONE,Good,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,0,0,1,"(47.322, -122.351)",2.851486357,0,0,0,0,1,0,0,0,0
92,4168000060,2/26/2015,153000,3,1,1200,10500,1,NO,NONE,Average,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,0,1,0,"(47.687, -122.386)",1.990773,0,0,0,0,0,0,0,1,0
93,6021501535,7/25/2014,430000,3,1.5,1580,5000,1,NO,NONE,Average,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0,0,1,"(47.5873, -122.249)",2.947730478,0,0,0,0,1,0,0,0,0
94,1483300570,9/8/2014,905000,4,2.5,3300,10250,1,NO,NONE,Average,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,0,1,0,"(47.3576, -122.277)",0.533103123,0,0,0,0,1,0,0,0,0
95,3422049190,3/30/2015,247500,3,1.75,1960,15681,1,NO,NONE,Average,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0,1,0,"(47.3036, -122.378)",3.505065603,0,0,0,0,0,0,0,0,1
96,1099611230,9/12/2014,199000,4,1.5,1160,6400,1,NO,NONE,Good,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,0,1,0,"(47.4838, -121.714)",2.794858344,0,0,0,0,0,0,0,1,0
98,7338200240,5/16/2014,437500,3,2.5,2320,36847,2,NO,AVERAGE,Average,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,1,0,0,"(47.6775, -122.372)",27.62333029,1,0,0,0,0,0,0,0,0
99,1952200240,6/11/2014,850830,3,2.5,2070,13241,1.5,NO,NONE,Very Good,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,0,0,1,"(47.7731, -122.08)",3.063929939,0,0,0,0,1,0,0,0,0
100,5200100125,10/27/2014,555000,3,2,1980,3478,1.5,NO,NONE,Good,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,0,0,1,"(47.5814, -122.196)",3.410504873,0,0,0,0,1,0,0,0,0
101,7214720075,12/12/2014,699950,3,2.25,2190,107593,2,NO,NONE,Good,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,0,1,0,"(47.4375, -122.184)",13.27464786,0,0,1,0,0,0,0,0,0
102,2450000295,10/7/2014,1090000,3,2.5,2920,8113,2,NO,NONE,Average,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,0,1,0,"(47.4431, -122.133)",1.244766857,0,0,0,0,1,0,0,0,0
103,6197800045,9/24/2014,290000,3,1,1210,33919,1,NO,NONE,Average,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0,1,0,"(47.6878, -122.38)",7.722131723,0,0,0,0,0,0,0,0,1
104,1328310370,4/2/2015,375000,3,2.5,2340,10005,1,,NONE,Good,8,1460,880,1978,,98058,47.4431,-122.133,2250,8162,0,1,0,"(47.3813, -122.322)",9.375208944,1,0,0,0,0,0,0,0,0
105,546000875,5/23/2014,460000,3,1,1670,4005,1.5,NO,NONE,Good,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,0,0,1,"(47.7304, -122.082)",3.356763461,0,0,0,0,1,0,0,0,0
106,3530510041,7/23/2014,188500,2,1.75,1240,2493,1,NO,NONE,Good,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,0,1,0,"(47.6417, -122.109)",0.227628736,0,0,0,0,0,0,0,0,1
107,1853000400,3/5/2015,680000,4,2.5,3140,28037,2,NO,NONE,Good,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,0,1,0,"(47.5386, -122.053)",9.496321587,0,0,1,0,0,0,0,0,0
108,3134100116,8/27/2014,470000,5,1.75,2030,12342,2,NO,NONE,Good,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,0,1,0,"(47.6823, -122.349)",0.940362081,0,0,1,0,0,0,0,0,0
109,9545230140,7/25/2014,597750,4,2.5,2310,9624,2,NO,NONE,Average,8,2310,0,1984,,98027,47.5386,-122.053,1940,9636,0,1,0,"(47.3624, -122.031)",2.598610614,1,0,0,0,0,0,0,0,0
110,3362400511,3/4/2015,570000,3,1.75,1260,3328,1,NO,NONE,Very Good,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,0,0,1,"(47.5474, -122.295)",5.216596609,0,0,0,0,1,0,0,0,0
111,2525310310,9/16/2014,272500,3,1.75,1540,12600,1,NO,NONE,Good,7,1160,?,1980,0,98038,47.3624,-122.031,1540,11656,0,1,0,"(47.3183, -122.253)",21.17811392,1,0,0,0,0,0,0,0,0
112,6126500060,11/24/2014,329950,3,1.75,2080,5969,1,NO,AVERAGE,Average,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,0,0,1,"(47.6981, -122.368)",2.56164715,0,0,0,0,0,0,0,0,1
113,8961960160,10/28/2014,480000,4,2.5,3230,16171,2,NO,,Average,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,0,1,0,"(47.6824, -122.347)",6.412994742,0,0,0,0,0,0,0,1,0
114,3626039325,11/21/2014,740500,3,3.5,4380,6350,2,NO,NONE,Average,8,2780,?,1900,,98117,47.6981,-122.368,1830,6350,0,0,1,"(47.5009, -122.248)",4.776853757,0,0,0,0,1,0,0,0,0
115,3362400431,6/26/2014,518500,3,3.5,1590,1102,3,NO,NONE,Average,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,0,0,1,"(47.4965, -122.303)",5.364451122,0,0,0,0,1,0,0,0,0
116,4060000240,6/23/2014,205425,2,1,880,6780,1,NO,NONE,Good,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,0,1,0,"(47.587, -122.294)",1.188107781,0,0,0,0,0,0,0,0,1
117,3454800060,1/8/2015,171800,4,2,1570,9600,1,,NONE,Average,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0,1,0,"(47.7728, -122.386)",4.293485458,0,0,0,0,0,0,0,0,1
118,1695900060,5/11/2015,535000,4,1,1610,2982,1.5,NO,NONE,Good,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,0,0,1,"(47.7288, -122.226)",0.798542585,0,0,0,0,1,0,0,0,0
119,7278700070,1/2/2015,660000,3,2.5,2400,6474,1,NO,AVERAGE,Average,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,0,1,0,"(47.6999, -122.364)",0.524784258,0,0,0,0,1,0,0,0,0
120,6675500070,11/19/2014,391500,3,2,1450,9132,1,NO,NONE,Average,7,1450,0,1987,,98034,47.7288,-122.226,1580,9104,0,1,0,"(47.5299, -122.266)",2.828406062,0,0,0,0,1,0,0,0,0
